t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1504510776,49,21566618,15404727.142857,0,9843769.306414,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510776,49,21566618,15404727.142857,0,9843769.306414,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510776,54,21566618,15975272.592593,0,9539843.379420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510782,55,21566618,16076933.418182,0,9481122.709518,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510782,55,21566618,16076933.418182,0,9481122.709518,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510782,55,21566618,16076933.418182,0,9481122.709518,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510782,56,21566618,16174963.500000,0,9423133.647435,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510783,56,21566618,16174963.500000,0,9423133.647435,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510784,57,21566618,16269553.929825,0,9365885.631307,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510784,57,21566618,16269553.929825,0,9365885.631307,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510785,58,21566618,16360882.620690,0,9309384.699668,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510785,58,21566618,16360882.620690,0,9309384.699668,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510785,58,21566618,16360882.620690,0,9309384.699668,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510785,58,21566618,16360882.620690,0,9309384.699668,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510785,58,21566618,16360882.620690,0,9309384.699668,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510792,65,21566618,18331625.300000,0,7765809.944420,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
